time,area_h1,area_h2,area_h3,area_h4,area_h5,dt,temp_avg,temp_max,temp_min
218,1869.4055706972,7212.7236782292,6900.8305770336,19899.092070794,9117.9481032458,2,530.19800541558,2878.3531714916,300.00018789406
220,1883.6886733972,7205.5449269028,6889.5261782663,19904.626970492,9116.6132509418,2,531.93172147294,2882.1903342075,300.00020970806
222,1898.0160821172,7198.3160732612,6877.9915418887,19910.395852271,9115.2804504614,2,533.66456689334,2886.0153791853,300.00023371724
224,1912.3324297833,7191.1039953654,6866.5110104871,19916.103051815,9113.9495125494,2,535.39658064879,2888.2628817356,300.00026010783
226,1926.5988797892,7183.9608757988,6855.1918298573,19921.628241745,9112.6201728094,2,537.12771150936,2893.434988067,300.00028907889
228,1940.8160841705,7176.9128006244,6843.7755414677,19927.203293361,9111.2922803762,2,538.85790842342,2897.2188360848,300.00032084287
230,1955.0853455144,7169.9622627269,6831.8201606896,19933.166315187,9109.9659158824,2,540.58728863487,2900.4256300817,300.00035562621
232,1969.3861609295,7163.1042930996,6819.4159015827,19939.452179077,9108.6414653108,2,542.31596797766,2904.4584020378,300.00039367012
234,1983.673134444,7156.3396527034,6806.9248885183,19945.742667604,9107.3196567305,2,544.04395675978,2906.9149915063,300.00043523135
236,1997.8974076093,7149.6713837685,6794.4499136727,19951.979679829,9106.0016151205,2,545.77117299174,2911.1657898991,300.00048058277
238,2012.0929275603,7143.0930149355,6781.7108569458,19958.41421014,9104.6889904184,2,547.49759105386,2915.1683817174,300.0005300143
240,2026.347767477,7136.5862481145,6768.3864008359,19965.29544664,9103.3841369322,2,549.2233453889,2917.772053583,300.00058383339
242,2040.627382336,7130.1325197621,6754.7266533609,19972.423141574,9102.090302967,2,550.9485327085,2922.030806742,300.00064236621
244,2054.8840535262,7123.7222825682,6741.0907513867,19979.491002139,9100.8119103802,2,552.67314068122,2924.7136456506,300.00070595805
246,2069.0737807574,7117.3490531919,6727.4786185555,19986.543455125,9099.55509237,2,554.3970774082,2928.0675071252,300.00077497436
248,2083.2588059738,7110.9959156039,6713.5144861613,19993.902183052,9098.3286092088,2,556.12035172645,2932.3043948475,300.00084980162
250,2097.5092626689,7104.6301229038,6698.9465450009,20001.768887913,9097.1451815131,2,557.84310478387,2934.9632200102,300.00093084814
252,2111.7771640046,7098.2110029475,6684.0551240087,20009.933460796,9096.0232482429,2,559.56540151,2938.8252082645,300.00101854492
254,2126.0083194019,7091.7011593226,6669.1458594792,20018.155565035,9094.9890967608,2,561.28718884618,2941.7492725513,300.00111334667
256,2140.1773254486,7085.0698818845,6654.2346317306,20026.439450002,9094.0787109341,2,563.00837151607,2944.2253866223,300.00121573243
258,2154.368335316,7078.2923527262,6639.0590179147,20034.94324533,9093.3370487128,2,564.72899742929,2948.710344626,300.00132620697
260,2168.6250462106,7071.3568345477,6623.4891295811,20043.717990594,9092.8109990667,2,566.44920509998,2951.616506766,300.00144530141
262,2182.8843995974,7064.2810571594,6607.8470626357,20052.451978394,9092.5355022133,2,568.16902909503,2954.917102007,300.00157357422
264,2197.0993958449,7057.1200560374,6592.4099134074,20060.848916583,9092.5217181273,2,569.88840537936,2958.0932174351,300.00171161236
266,2211.2655646737,7049.9501506114,6577.0573536825,20068.968676528,9092.7582545044,2,571.60726627364,2959.7111492105,300.00186003214
268,2225.4793979718,7042.8393852689,6561.3662207223,20077.091716231,9093.223279806,2,573.32570225039,2964.4466704565,300.0020194805
270,2239.7570430817,7035.8269251668,6545.1066024268,20085.413327078,9093.8961022463,2,575.04384161084,2967.6107350647,300.00219063563
272,2254.022004746,7028.9222479705,6528.4833708741,20093.810210006,9094.7621664029,2,576.76167623352,2970.3621461017,300.00237420847
274,2268.2366164397,7022.1190628038,6511.6852946565,20102.145990262,9095.8130358373,2,578.47911287804,2973.8022630145,300.00257094353
276,2282.4157954859,7015.4099231326,6494.6414834128,20110.488087332,9097.0447106367,2,580.19609357955,2975.6823577797,300.00278162002
278,2296.6631937091,7008.7898979901,6477.0928165369,20118.997711712,9098.4563800521,2,581.91273493912,2979.5747301818,300.00300705303
280,2310.9603905073,7002.2511423997,6458.9242443121,20127.814039015,9100.0501837655,2,583.62913806022,2983.0089201471,300.0032480947
282,2325.2294741255,6995.7784943102,6440.4142566687,20136.746494435,9101.8312804602,2,585.34526246114,2985.2234303106,300.00350563504
284,2339.4485191431,6989.351617524,6421.9075175122,20145.484928687,9103.8074171338,2,587.06102238442,2988.9372609561,300.00378060359
286,2353.6489451573,6982.9522215088,6403.4249941094,20153.986408906,9105.9874303182,2,588.77640034712,2991.0883250172,300.00407397021
288,2367.932792332,6976.5700970348,6384.6769282679,20162.441742619,9108.3784397462,2,590.49154336436,2994.1466342867,300.00438674647
290,2382.2536080258,6970.2034902432,6365.5174412128,20171.043378427,9110.9820820914,2,592.20653358225,2997.8590904896,300.00471998676
292,2396.5427652771,6963.8558012913,6346.0654981282,20179.745202225,9113.7907330781,2,593.9213099038,3000.0115756638,300.00507478932
294,2410.780413631,6957.531939115,6326.4103506772,20188.491950898,9116.7853456787,2,595.63576810295,3003.542873952,300.00545229799
296,2425.0147297515,6951.2363677973,6306.4379996885,20197.374858853,9119.9360439099,2,597.34989624033,3005.9751773648,300.0058537029
298,2439.3431716108,6944.9737864261,6285.9335651098,20206.544130702,9123.2053461513,2,599.06384509913,3008.2111873169,300.00628024212
300,2453.6899352024,6938.7508786766,6264.8444573922,20216.161793699,9126.5529350292,2,600.77765607721,3012.212062917,300.0067332026
302,2467.9969345134,6932.5763435014,6243.2496405645,20226.236551986,9129.9405294342,2,602.49123206719,3014.6502320087,300.00721392174
304,2482.2498945549,6926.4587012348,6221.4665894972,20236.489170935,9133.3356437784,2,604.20446555886,3017.6677357793,300.0077237885
306,2496.5199742553,6920.4028695101,6199.7538388798,20246.609029752,9136.7142876027,2,605.91739356567,3020.3858877931,300.00826424485
308,2510.8874268839,6914.4084456639,6178.1386199849,20256.502797227,9140.0627102399,2,607.63019810075,3021.8023647628,300.00883678695
310,2525.2616313986,6908.4715689477,6156.6490744162,20266.23994183,9143.3777834068,2,609.34291957777,3026.0928388285,300.00944296648
312,2539.6027920515,6902.5879023336,6135.3069963883,20275.836402578,9146.6659066486,2,611.05547692943,3028.8179670726,300.01008439227
314,2553.8941683193,6896.7535321402,6114.1784958441,20285.233004703,9149.9407989936,2,612.76776975056,3031.3233260715,300.01076273121
316,2568.2212174298,6890.9636819782,6093.1370222243,20294.457153381,9153.2209249866,2,614.47984469807,3034.3320387649,300.01147970984
318,2582.6422291405,6885.2120122588,6071.9896853024,20303.629326825,9156.5267464733,2,616.19186047339,3035.789864575,300.01223711589
320,2597.0609451519,6879.4914458086,6050.6495603357,20312.919982081,9159.878066623,2,617.90381853609,3039.5250444479,300.01303679934
322,2611.4413165236,6873.7949034877,6028.904496666,20322.567213642,9163.2920696806,2,619.61560012398,3042.5473564054,300.013880674
324,2625.7674299864,6868.1160925039,6006.777029545,20332.557769474,9166.7816784908,2,621.32708059844,3044.5511292721,300.01477071891
326,2640.1438056913,6862.4502582831,5984.5371226242,20342.51436983,9170.3544435713,2,623.03833778309,3047.8587655825,300.01570897961
328,2654.6042495501,6856.7942609294,5962.4463442628,20352.142431507,9174.0127137508,2,624.74954765457,3049.6113734387,300.01669756998
330,2669.0566384373,6851.1464902331,5940.5913705221,20361.450662058,9177.7548387495,2,626.46072204183,3052.5485339122,300.01773867302
332,2683.4740984575,6845.5072277133,5918.9004662555,20370.54185961,9181.5763479639,2,628.17177130783,3055.8703700948,300.018834543
334,2697.8497136759,6839.8791308856,5897.3874888752,20379.413277096,9185.4703894676,2,629.88260969718,3057.639831991,300.01998750628
336,2712.2907956395,6834.2668179531,5875.8894438515,20388.124871641,9189.428070915,2,631.59333027882,3060.9849381873,300.02119996316
338,2726.8046772852,6828.6763738555,5854.246332968,20396.833887909,9193.4387279819,2,633.30406853175,3063.0385239008,300.02247438938
340,2741.3084163312,6823.1148034902,5832.3077272529,20405.778655968,9197.4903969573,2,635.01479845109,3065.1859893122,300.02381333732
342,2755.7695622148,6817.5888819555,5809.7861722988,20415.284553196,9201.5708303347,2,636.72539039104,3068.8176930436,300.02521943772
344,2770.1880654366,6812.1039025889,5786.4614132857,20425.578074049,9205.6685446395,2,638.43572583156,3070.8937885639,300.02669540117
346,2784.6747395384,6806.6631066254,5762.2907768697,20436.597823363,9209.7735536031,2,640.14588822072,3073.755178582,300.02824401945
348,2799.220677374,6801.268268862,5737.5944031103,20448.038859161,9213.877791493,2,641.85600431286,3076.1154367232,300.02986816713
350,2813.7536332588,6795.9203256256,5712.7071979701,20459.642967266,9217.9758758792,2,643.56606301503,3077.4744449503,300.03157080323
352,2828.2456138665,6790.619521631,5687.8521427732,20471.216991982,9222.0657297472,2,645.27597277646,3081.4135813612,300.03335497264
354,2842.7153313737,6785.3651445294,5663.2452887537,20482.525736095,9226.1484992479,2,646.98568456107,3083.7918512484,300.03522380754
356,2857.2665737559,6780.1549621129,5638.9008875653,20493.449269454,9230.2283071122,2,648.69532909088,3086.1620954313,300.03718052923
358,2871.8742894401,6774.9854858287,5614.8005425069,20504.027968831,9234.3117133933,2,650.4050267589,3088.8259070265,300.03922844946
360,2886.4728605579,6769.8530455366,5590.8244330135,20514.442663261,9238.4069976304,2,652.1147467164,3089.9474111094,300.04137097213
362,2901.0310246884,6764.7547205471,5566.7421343163,20524.948845865,9242.5232745835,2,653.82436494951,3093.6436873981,300.0436115948
364,2915.5717148252,6759.6884816726,5542.252427548,20535.817911073,9246.6694648816,2,655.53379455322,3096.3322228313,300.04595391023
366,2930.1878898678,6754.6531341454,5517.0775331098,20547.228427301,9250.8530155762,2,657.24311923635,3098.2197492262,300.04840160814
368,2944.8474733522,6749.6490909012,5491.3852301915,20559.0402346,9255.0779709548,2,658.952421287,3101.196968637,300.05095847665
370,2959.4897569123,6744.6794108549,5465.6321665472,20570.85540573,9259.3432599557,2,660.66167004589,3102.626871362,300.05362840405
372,2974.0922521252,6739.750094105,5440.2270619962,20582.288501334,9263.6420904391,2,662.3707807832,3105.5444294511,300.05641538017
374,2988.6940923725,6734.8694583719,5415.376569269,20593.097383635,9267.962496352,2,664.0797419984,3108.543862942,300.05932349841
376,3003.3818763126,6730.0467061312,5391.0335927765,20603.248973961,9272.2888508188,2,665.78870078927,3109.9939257202,300.06235695688
378,3018.1162071231,6725.2900921607,5367.0854487381,20612.904403482,9276.6038484957,2,667.49776127955,3113.2351141039,300.06552006057
380,3032.8352487722,6720.6052648357,5343.3163203814,20622.352531833,9280.8906341772,2,669.20687770839,3114.975315887,300.06881722266
382,3047.5190326858,6715.9944573424,5319.4449587596,20631.906957272,9285.1345939403,2,670.91592891645,3117.1168599114,300.07225296625
384,3062.2036884072,6711.4565634153,5295.1623825734,20641.852765642,9289.3245999623,2,672.62485507025,3120.4374905841,300.0758319262
386,3076.9643446436,6706.9877245577,5270.1914330911,20652.4028907,9293.4536070075,2,674.33374679395,3122.2064718251,300.07955885051
388,3091.7564131822,6702.5819892853,5244.4481412532,20663.694818928,9297.5186373508,2,676.04265796915,3124.9804910533,300.08343860238
390,3106.519086088,6698.2318591249,5218.0021132961,20675.726606259,9301.5203352322,2,677.75151615421,3127.041740498,300.08747616173
392,3121.2477477032,6693.9292059879,5191.1260724758,20688.234927747,9305.4620460855,2,679.46022107873,3128.4127540468,300.0916766269
394,3135.9887908556,6689.6660459331,5164.1446921713,20700.851365043,9309.3491059969,2,681.16877096553,3132.0553408167,300.09604521637
396,3150.8151905459,6685.4346542294,5137.2017232135,20713.359637315,9313.1887946959,2,682.87731296456,3134.1399552045,300.10058727076
398,3165.6776051594,6681.2275483452,5110.3287934687,20725.775562021,9316.9904910053,2,684.58593681135,3136.4381345219,300.10530825422
400,3180.5175364474,6677.037426472,5083.4320437344,20738.247327526,9320.7656658201,2,686.29458967723,3138.8144273344,300.11021375635
402,3195.3370381304,6672.8574625488,5056.373387599,20750.904701129,9324.5274105922,2,688.00317488538,3139.6531231592,300.115309494
404,3210.1740254495,6668.6819583279,5029.0696576726,20763.784821365,9328.2895371845,2,689.71166749526,3143.3704014669,300.12060131314
406,3225.0927326518,6664.5069671044,5001.4654752243,20776.869279624,9332.0655453952,2,691.42017783837,3145.7744925396,300.12609519035
408,3240.0352218174,6660.3306428918,4973.5253530739,20790.241071635,9335.8677105822,2,693.12875381343,3147.6006992794,300.13179723507
410,3254.9446446962,6656.1531375522,4945.0638706616,20804.131993248,9339.7063538418,2,694.83730898662,3150.2999853791,300.13771369103
412,3269.8342268871,6651.9766782823,4915.8225287514,20818.777727397,9343.5888386816,2,696.54573591097,3151.4566718012,300.14385093837
414,3284.7450948611,6647.8065881971,4885.8649959293,20834.065609699,9347.5177113136,2,698.25401843016,3154.4078513512,300.15021549522
416,3299.7423735165,6643.6526583022,4855.7770911258,20849.33933879,9351.4885382652,2,699.96229576851,3157.1332765858,300.15681401979
418,3314.7649808432,6639.528669827,4826.2925415585,20863.924146377,9355.489661394,2,701.67065486395,3158.4842713087,300.1636533122
420,3329.7660036448,6635.4498233575,4797.7373527906,20877.542331372,9359.504488835,2,703.37906038561,3161.5038866497,300.17074031623
422,3344.7654893608,6631.4298890263,4770.007647817,20890.282091116,9363.5148826796,2,705.08745308763,3162.9764244004,300.17808212147
424,3359.7976232329,6627.4793084287,4742.7984675977,20902.420281979,9367.5043187618,2,706.79583252176,3165.1574233909,300.18568596506
